Index;Tweet_notrans;HS_notrans;Abusive_notrans;HS_Individual_notrans;HS_Group_notrans;HS_Religion_notrans;HS_Race_notrans;HS_Physical_notrans;HS_Gender_notrans;HS_Other_notrans;HS_Weak_notrans;HS_Moderate_notrans;HS_Strong_notrans;Tweet_Parsed_notrans;HS_predict_notrans;Abusive_predict_notrans;HS_Individual_predict_notrans;HS_Group_predict_notrans;HS_Religion_predict_notrans;HS_Race_predict_notrans;HS_Physical_predict_notrans;HS_Gender_predict_notrans;HS_Other_predict_notrans;HS_Weak_predict_notrans;HS_Moderate_predict_notrans;HS_Strong_predict_notrans;Language_notrans;Tweet_trans;HS_trans;Abusive_trans;HS_Individual_trans;HS_Group_trans;HS_Religion_trans;HS_Race_trans;HS_Physical_trans;HS_Gender_trans;HS_Other_trans;HS_Weak_trans;HS_Moderate_trans;HS_Strong_trans;Tweet_Parsed_trans;HS_predict_trans;Abusive_predict_trans;HS_Individual_predict_trans;HS_Group_predict_trans;HS_Religion_predict_trans;HS_Race_predict_trans;HS_Physical_predict_trans;HS_Gender_predict_trans;HS_Other_predict_trans;HS_Weak_predict_trans;HS_Moderate_predict_trans;HS_Strong_predict_trans;Language_trans
783;"Ã¢ÂÂDon't get provoked by pollsters that make it look like we've lost. Keep calm and monitor the vote countÃ¢ÂÂ

Prabowo ends his speech by urging supporters to make sure the vote count is done with transparency #Pemilu2019ÃÂ  #PilPres2019ÃÂ  #IndonesiaElection  pic.twitter.com/VIW9y9diJC";0;0;0;0;0;0;0;0;0;0;0;0; do not get provoked by pollsters that make it look like we ve lost keep calm and monitor the memilih count prabowo ends his speech by urging supporters to make sure the memilih count is done dengan transparency pemilihan umum pemilihan presiden indonesia election ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Ã¢ÂÂDon't get provoked by pollsters that make it look like we've lost. Keep calm and monitor the vote countÃ¢ÂÂ

Prabowo ends his speech by urging supporters to make sure the vote count is done with transparency #Pemilu2019ÃÂ  #PilPres2019ÃÂ  #IndonesiaElection  pic.twitter.com/VIW9y9diJC";0;0;0;0;0;0;0;0;0;0;0;0;jangan terprovokasi oleh lembaga survei  membuatnya tampak seperti kita telah kehilangan ketenangan dan memantau penghitungan memilih prabowo mengakhiri pidatonya dengan mendesak para pendukung untuk memastikan penghitungan pemilihan dilakukan dengan transparansi pemilihan umum pemilihan presiden pemilihan indonesia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
785;DPR has some very interesting things to say. And I have no idea how much of it is bullshit - if at all. But you know what? It's refreshing.;1;1;0;1;0;0;0;0;1;0;1;0;dewan perwakilan rakyat has some sangat interesting berpikir to say and i have no ide how much of it is bullshit if at all but you know apa it refreshing ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;DPR has some very interesting things to say. And I have no idea how much of it is bullshit - if at all. But you know what? It's refreshing.;1;1;0;1;0;0;0;0;1;0;1;0;dewan perwakilan rakyat memiliki beberapa pendapat  sangat menarik untuk dikatakan dan saya tidak tahu berapa banyak omong kosongnya jika anda tahu apa itu menyegarkan;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
790; USER  USER  USER  Happy new year and marry Christmas. the best Bitshara;0;0;0;0;0;0;0;0;0;0;0;0; user user user happy new tahun and marry christmas the best bitshara;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en; USER  USER  USER  Happy new year and marry Christmas. the best Bitshara;0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna senang tahun baru dan menikahi natal bithara terbaik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
791;If y'all ever wonder how some Muslims can be radicalized, it's because they are great mental gymnasts. Example, MUIS = PAP = government, therefore supporters of Israel, therefore SETAN.  pic.twitter.com/ZMXO1zH4Lw;1;1;0;1;0;0;0;0;1;0;1;0;if iya all ever wonder how some muslims can be radicalized it because they are great mental gymnastic example muis pap government therefore supporters of israel therefore setan ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;If y'all ever wonder how some Muslims can be radicalized, it's because they are great mental gymnasts. Example, MUIS = PAP = government, therefore supporters of Israel, therefore SETAN.  pic.twitter.com/ZMXO1zH4Lw;1;1;0;1;0;0;0;0;1;0;1;0;jika iya semua bertanya tanya bagaimana beberapa muslim dapat diradikalisasi karena mereka adalah contoh mental  hebat pemerintah muis pap karena itu pendukung israel karenanya setan;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
799;I always feel like cabecabean whenever I hang out with my cousins  pic.twitter.com/XvGC01Udd4;0;0;0;0;0;0;0;0;0;0;0;0;i always feel like cabe cabean whenever i hang out dengan my cousins ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I always feel like cabecabean whenever I hang out with my cousins  pic.twitter.com/XvGC01Udd4;0;0;0;0;0;0;0;0;0;0;0;0;saya selalu merasa seperti cabe cabean setiap kali saya bergaul dengan sepupu saya;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
812;Yall.. not to be munafik or anything but i just finished solat and masa tahiyat akhir i prayed to God if my crush likes me back i would catch us online at whatsapp at the same time AND DUDE WE WENT ONLINE AT THE SAME TIME;0;0;0;0;0;0;0;0;0;0;0;0;yel not to be munafik orang anything but i just finished salat and masa tahiyat akhir i prayed to god if my crush likes me back i would catch us online at whatsapp at the sama time and dude we went online at the sama time;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Yall.. not to be munafik or anything but i just finished solat and masa tahiyat akhir i prayed to God if my crush likes me back i would catch us online at whatsapp at the same time AND DUDE WE WENT ONLINE AT THE SAME TIME;0;0;0;0;0;0;0;0;0;0;0;0;yel tidak menjadi munafik orang apa  tetapi saya baru saja selesai salat dan masa tahiyat akhir saya berdoa kepada tuhan jika naksir saya suka saya kembali saya akan menangkap kami online di whatsapp pada saat  sama dan bung kami pergi online pada saat  sama;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
825;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
836;Idk, i just love iKON, not as a member, i mean not as a yunic or binic or etc, i just love 7 , i love iKON no matter what, idk why, i just wanna cry right now, i just really miss them so much, all of them, ga bisa munafik, bener2 not ready if their comeback as a 6.;0;0;0;0;0;0;0;0;0;0;0;0;i do not know i just love ikon not as a member i mean not as a yunic orang binic orang etc i just love i love ikon no matter apa i do not know kenapa i just ingin cry right now i just really miss them so much all of them tidak bisa munafik benar benar not ready if their come back as a ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Idk, i just love iKON, not as a member, i mean not as a yunic or binic or etc, i just love 7 , i love iKON no matter what, idk why, i just wanna cry right now, i just really miss them so much, all of them, ga bisa munafik, bener2 not ready if their comeback as a 6.;0;0;0;0;0;0;0;0;0;0;0;0;saya tidak tahu saya hanya suka ikon bukan sebagai anggota saya maksud bukan sebagai orang yunic orang binic dll saya hanya suka saya suka ikon tidak peduli apa saya tidak tahu kenapa saya hanya ingin menangis sekarang saya hanya sangat merindukan mereka begitu banyak mereka semua tidak bisa munafik benar benar tidak siap jika mereka kembali sebagai ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
862;Now Sui gas will have same fate as BRT. Allah bechai is munafik say;0;0;0;0;0;0;0;0;0;0;0;0;now sui gas will have sama fate as berat allah bechai is munafik say;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Now Sui gas will have same fate as BRT. Allah bechai is munafik say;0;0;0;0;0;0;0;0;0;0;0;0;sekarang sui gas akan bernasib sama seperti berat allah bechai adalah munafik katakan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
869;I pride myself of having kicks I don't see anyone with.. and I stay with the vision of the sleepers.. tune in;0;0;0;0;0;0;0;0;0;0;0;0;i pride myself of having kicks i do not see anyone dengan and i stay dengan the vision of the sleepers tune in;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I pride myself of having kicks I don't see anyone with.. and I stay with the vision of the sleepers.. tune in;0;0;0;0;0;0;0;0;0;0;0;0;saya bangga memiliki tendangan saya tidak melihat siapa  dengan dan saya tetap dengan visi orang orang  tidur;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
896;yall need to stop smh, even i vote for 01 but seeing #PrabowoGila its insane...;0;1;0;0;0;0;0;0;0;0;0;0;yel need to stop  ampun even i memilih for but seeing prabowo gila it is insane ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;yall need to stop smh, even i vote for 01 but seeing #PrabowoGila its insane...;0;1;0;0;0;0;0;0;0;0;0;0;yel perlu berhenti  ampun bahkan saya memilih untuk tetapi melihat prabowo gila itu gila;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
910;Yes, that is part of the demands of students and we also ask #jokowiMundur as President.;0;0;0;0;0;0;0;0;0;0;0;0;iya that is part of the demands of students and we also tanya jokowi mundur as presiden ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Yes, that is part of the demands of students and we also ask #jokowiMundur as President.;0;0;0;0;0;0;0;0;0;0;0;0;iya itu adalah bagian dari tuntutan siswa dan kami juga bertanya jokowi mundur sebagai presiden;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
924;"Give him heart and love. But he chose to be 'bangsat' in his own way.
Its like, he want you stay for him in long term without any relationship. That was a good way for being fuck boi. Hahaha  https://twitter.com/kindaslxxpy/status/1091380071888125953ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,";0;1;0;0;0;0;0;0;0;0;0;0;give him heart and love but he choose to be bangsat in his own way it is like he want you stay for him in long term tanpa any relationship that was a good way for being fuck boi  ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Give him heart and love. But he chose to be 'bangsat' in his own way.
Its like, he want you stay for him in long term without any relationship. That was a good way for being fuck boi. Hahaha  https://twitter.com/kindaslxxpy/status/1091380071888125953ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,";0;1;0;0;0;0;0;0;0;0;0;0;berikan dia hati dan cinta tetapi dia memilih untuk menjadi bangsat dengan caranya sendiri seperti dia ingin kamu tinggal untuknya dalam jangka panjang tanpa hubungan apa   merupakan cara  baik untuk bercinta boi ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
929;If you really want the medals that much , why dont u produce them yourselves? -____- #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;if you really want the medals that much kenapa do not kamu produce them yourselves shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;If you really want the medals that much , why dont u produce them yourselves? -____- #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;jika anda benar benar menginginkan medali sebanyak itu mengapa anda tidak menghasilkannya sendiri memalukan bagi anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
947;No value,zero attitude,not good looking,has problem with breath,over protective,no confidence on his self,blo'on,kampungan duh banyak deh pokoknya;0;1;0;0;0;0;0;0;0;0;0;0;no value zero attitude not good looking has problem dengan breath over protective no confidence on his self blo on kampungan  banyak  pokoknya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;No value,zero attitude,not good looking,has problem with breath,over protective,no confidence on his self,blo'on,kampungan duh banyak deh pokoknya;0;1;0;0;0;0;0;0;0;0;0;0;tidak ada nilai sikap nol tidak tampan memiliki masalah dengan nafas pelindung tidak percaya diri blo di kampungan  banyak  pokoknya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
953;You know you know I put a little Friday sauce on her;0;0;0;0;0;0;0;0;0;0;0;0;you know you know i put a little friday sauce on her;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;You know you know I put a little Friday sauce on her;0;0;0;0;0;0;0;0;0;0;0;0;anda tahu anda tahu saya menaruh sedikit saus jumat padanya;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
967;this indon selebgram that is travelling to ind1a needs to stop making instastories about their people and zooming in their faces like i know it fucking sucks to have people looking at you/your way or some beggars asking for your money (its not like we dont have them in indonesia+;0;1;0;0;0;0;0;0;0;0;0;0;this indonesia selebriti instagram that is travelling to india needs to stop making instastories about their people and zooming in their faces like i know it fuck sucks to have people looking at you your way orang some beggars asking for your uang it is not like we do not have them in indonesia ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;this indon selebgram that is travelling to ind1a needs to stop making instastories about their people and zooming in their faces like i know it fucking sucks to have people looking at you/your way or some beggars asking for your money (its not like we dont have them in indonesia+;0;1;0;0;0;0;0;0;0;0;0;0;indonesia selebriti instagram ini  bepergian ke india harus berhenti membuat instastories tentang orang orang mereka dan memperbesar wajah mereka seperti saya tahu itu sangat menyebalkan untuk membuat orang orang melihat anda dengan cara orang beberapa pengemis meminta uang anda tidak seperti kita tidak memilikinya di indonesia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
978;They even cut sports that they cannot do well and ask Thailand not to participate in a competition that Thailand ll win. #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;they even cut sports that they cannot do well and tanya thailand not to participate in a competition that thailand ll menang shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;They even cut sports that they cannot do well and ask Thailand not to participate in a competition that Thailand ll win. #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;mereka bahkan memotong olahraga  tidak bisa mereka lakukan dengan baik dan bertanya thailand untuk tidak berpartisipasi dalam kompetisi  thailand akan menang malu pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
984;"They said P face ugly
Hahahahaaaaa
But to me ur bias the one who has ugly face
Sorry, but we have different  style
But for me, I dont like people 'NORAK & KAMPUNGAN STYLE'";0;1;0;0;0;0;0;0;0;0;0;0;they said p face ugly  but to me kamu bias the one who has ugly face maaf but we have different gaya but for me i do not like people norak kampungan gaya ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"They said P face ugly
Hahahahaaaaa
But to me ur bias the one who has ugly face
Sorry, but we have different  style
But for me, I dont like people 'NORAK & KAMPUNGAN STYLE'";0;1;0;0;0;0;0;0;0;0;0;0;kata mereka p face jelek  tapi bagiku kamu bias  punya face jelek jelek tapi kami punya gaya berbeda tapi buat aku aku gak suka orang norak kampungan gaya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
989;Yes! I know this is the worst sea games ever #ShameOnYouMalaysia from Indonesia... thankyou for gold medal football thai! Ã°ÂÂÂÃ°ÂÂÂ we are friends;0;0;0;0;0;0;0;0;0;0;0;0;iya i know this is the worst sea games ever shame on you malaysia from indonesia thankyou for gold medal football thailand we are friends;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Yes! I know this is the worst sea games ever #ShameOnYouMalaysia from Indonesia... thankyou for gold medal football thai! Ã°ÂÂÂÃ°ÂÂÂ we are friends;0;0;0;0;0;0;0;0;0;0;0;0;iya saya tahu ini adalah game laut terburuk  pernah memalukan bagi anda malaysia dari indonesia terima kasih untuk medali emas sepakbola thailand kami berteman;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1004;so my korean boss just back from korea and he bought us a bunch of red ginseng....since i never tried it before so my kampungan ass was so excited, BUT when i tried it in one bite....the taste is so weirdÃ°ÂÂÂ­ why do the expectations always come to disappoint meÃ°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­;0;1;0;0;0;0;0;0;0;0;0;0;so my korean bos just back from korea and he bought us a bunch of red ginseng sejak i never tried it sebelum so my kampungan ass was so excited but when i tried it in one bite the taste is so aneh kenapa do the expectations always come to disappoint me ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;so my korean boss just back from korea and he bought us a bunch of red ginseng....since i never tried it before so my kampungan ass was so excited, BUT when i tried it in one bite....the taste is so weirdÃ°ÂÂÂ­ why do the expectations always come to disappoint meÃ°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­;0;1;0;0;0;0;0;0;0;0;0;0;jadi bos korea saya baru saja kembali dari korea dan dia membelikan kita banyak ginseng merah sejak saya tidak pernah mencobanya sebelumnya jadi keledai kampungan saya sangat bersemangat tetapi ketika saya mencobanya dengan sekali gigitan rasanya sangat aneh kenapa harapan selalu datang ke mengecewakan saya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1016;i did the dumbest fucking thing i changed my birth year and they took my acc off the site LOL goblok hours whom up;0;1;0;0;0;0;0;0;0;0;0;0;i did the dumbest fuck thing i changed my birth tahun and they took my akun off the site  goblok hours whom up;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;i did the dumbest fucking thing i changed my birth year and they took my acc off the site LOL goblok hours whom up;0;1;0;0;0;0;0;0;0;0;0;0;saya melakukan hal paling bodoh saya mengubah tahun kelahiran saya dan mereka mengambil akun saya dari situs  goblok jam  naik;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1025;"i think she did for not only THA she did it for all of US (-host) yakkkk Ã°ÂÂÂÃ°ÂÂÂ¹Ã°ÂÂÂ­
#ShameOnYouMalaysia #SEAGames2017 #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017 #KLSeaGames2017 https://twitter.com/pommy_ng/status/902483479471964160ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;i think she did for not only thailand she did it for all of us host  shame on you malaysia sea games kuala lumpur sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"i think she did for not only THA she did it for all of US (-host) yakkkk Ã°ÂÂÂÃ°ÂÂÂ¹Ã°ÂÂÂ­
#ShameOnYouMalaysia #SEAGames2017 #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017 #KLSeaGames2017 https://twitter.com/pommy_ng/status/902483479471964160ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;saya pikir dia melakukannya untuk tidak hanya thailand dia melakukannya untuk kita semua tuan rumah  malu pada anda malaysia game laut kuala lumpur game laut ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1036;BANGSAT GA SIH IH YAALLAH GONNA FUCK MYSELF UP FOR TOMORROW'S FINALS,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bangsat tidak    allah going to fuck myself up for tomorrow finals ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;BANGSAT GA SIH IH YAALLAH GONNA FUCK MYSELF UP FOR TOMORROW'S FINALS,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bangsat tidak    allah akan bercinta untuk besok final;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1054;"We need more people like  USER & team from  USER to speak up... #LOUDER in Jakarta Legislative Council 
Well said, it's time to kick out anies baswedan from his duty as #gabener";1;0;1;0;0;0;0;0;1;1;0;0;we need more people like user tim from user to speak up louder in jakarta legislative council well said it time to kick out anies baswedan from his duty as tidak benar;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;"We need more people like  USER & team from  USER to speak up... #LOUDER in Jakarta Legislative Council 
Well said, it's time to kick out anies baswedan from his duty as #gabener";1;0;1;0;0;0;0;0;1;1;0;0;kami membutuhkan lebih banyak orang seperti tim pengguna dari pengguna untuk berbicara lebih keras di dewan legislatif jakarta dengan baik mengatakan sudah waktunya untuk mengeluarkan anies baswedan dari tugasnya sebagai tidak benar;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1067;but the one who always say kontol is our favorite;0;1;0;0;0;0;0;0;0;0;0;0;but the one who always say kontol is our favourite;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;but the one who always say kontol is our favorite;0;1;0;0;0;0;0;0;0;0;0;0;tetapi orang  selalu mengatakan kontol adalah favorit kami;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1074;Where are FPI ??? Where are HTI ??? Where are FUI ???  http://fb.me/KeXi5adlÃÂ ;0;0;0;0;0;0;0;0;0;0;0;0;where are front pembela islam where are hizbut tahrir indonesia where are  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Where are FPI ??? Where are HTI ??? Where are FUI ???  http://fb.me/KeXi5adlÃÂ ;0;0;0;0;0;0;0;0;0;0;0;0;mana pembela islam depan mana hizbut tahrir indonesia mana  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1077; USER BANGSAT, FUCK YOU ASHOLE,,,,;1;1;1;0;0;0;0;0;1;1;0;0; user bangsat fuck you asshole ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en; USER BANGSAT, FUCK YOU ASHOLE,,,,;1;1;1;0;0;0;0;0;1;1;0;0;pengguna bangsat bercinta dengan anda bajingan;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
